annotation	cutoff.trusted	cutoff.noise	type	ec
TIGR03486	47.4	29.65	hypoth_equivalog_domain	
TIGR03487	461.75	461.45	hypoth_equivalog	
TIGR03488	100	40	equivalog	
TIGR03489	340.65	29.2	hypoth_equivalog	
TIGR03490	325.5	94.9	paralog	
TIGR03491	97.45	40.05	subfamily_domain	
TIGR03492	219.2	49.25	hypoth_equivalog	
TIGR03493	56	29.05	equivalog	
TIGR03494	325.15	221.4	equivalog	5.4.4.2 4.1.3.-
TIGR03495	92.75	39.25	subfamily	
TIGR03496	619.1	618.9	equivalog	3.6.3.14
TIGR03497	629.8	627.5	equivalog	3.6.3.14
TIGR03498	587.45	587.25	equivalog	3.6.3.14
TIGR03499	174.15	171.7	equivalog	
TIGR03500	55.25	51.6	equivalog	
TIGR03501	15.5	14.4	domain	
TIGR03502	383.9	221.8	subfamily	3.1.-.-
TIGR03503	305.6	46.3	hypoth_equivalog	
TIGR03504	30.65	23.45	hypoth_equivalog_domain	
TIGR03505	43.45	42.3	equivalog_domain	
TIGR03506	70.25	66.9	subfamily	
TIGR03507	209.3	60.05	subfamily	
TIGR03508	192.2	98.6	subfamily	
TIGR03509	240.05	165.6	subfamily	
TIGR03510	27.8	19.95	domain	
TIGR03511	78.7	30.6	subfamily	
TIGR03512	179	68.7	equivalog	
TIGR03513	68.3	51.8	subfamily	
TIGR03514	317.2	302.35	equivalog	
TIGR03515	102.15	57.5	equivalog	
TIGR03516	157.6	101.2	equivalog	
TIGR03517	269.35	97.3	subfamily	
TIGR03518	288.5	252.5	equivalog	
TIGR03519	90.55	73.05	subfamily	
TIGR03520	376.05	329.2	subfamily	
TIGR03521	389.85	133.7	equivalog	
TIGR03522	402.6	362.2	equivalog	
TIGR03523	85.9	84.7	subfamily	
TIGR03524	458.2	113.15	equivalog	
TIGR03525	487.1	164.45	equivalog	
TIGR03526	321.5	153.2	hypoth_equivalog	
TIGR03527	110	105	hypoth_equivalog	
TIGR03528	532.25	388.4	equivalog	4.3.1.15
TIGR03529	584.1	359.8	equivalog	
TIGR03530	382.9	158.95	equivalog	
TIGR03531	224.85	117.85	equivalog	2.9.1.2
TIGR03532	231.75	182.2	equivalog	2.3.1.89
TIGR03533	229.7	206.4	equivalog	2.1.1.-
TIGR03534	199.1	198.7	equivalog	2.1.1.-
TIGR03535	441.5	441.35	equivalog	2.3.1.117
TIGR03536	518.45	445.05	equivalog	2.3.1.117
TIGR03537	453.6	350.2	equivalog	2.6.1.17
TIGR03538	474.6	424.35	equivalog	2.6.1.17
TIGR03539	355.65	318.95	equivalog	2.6.1.17
TIGR03540	593.25	583.3	hypoth_equivalog	2.6.1.83
TIGR03541	215.6	215.45	hypoth_equivalog	
TIGR03542	364.7	246.55	equivalog	2.6.1.83
TIGR03543	154.2	46.95	hypoth_equivalog	
TIGR03544	22	20.65	domain	
TIGR03545	173.35	62.6	subfamily	
TIGR03546	79.45	46.3	subfamily	
TIGR03547	256.35	156	subfamily	5.1.-.-
TIGR03548	243.2	172.3	subfamily	
TIGR03549	900	800	hypoth_equivalog	
TIGR03550	213.35	106.85	equivalog_domain	2.5.1.77
TIGR03551	374.1	369.75	equivalog_domain	2.5.1.77
TIGR03552	105	85.4	equivalog	2.7.7.68
TIGR03553	249.55	77.75	equivalog_domain	
TIGR03554	420	240	equivalog	1.1.98.2
TIGR03555	348.7	200.55	equivalog	1.5.98.2
TIGR03556	884.6	732.3	exception	4.1.99.3
TIGR03557	210.4	128.4	subfamily	1.-.-.-
TIGR03558	166.95	127.85	subfamily	1.-.-.-
TIGR03559	335	221.1	subfamily	
TIGR03560	231.4	231	subfamily	
TIGR03561	88.85	73.45	subfamily	
TIGR03562	85.8	84.8	subfamily	
TIGR03563	166.15	53.65	subfamily	
TIGR03564	234.25	187.85	subfamily	1.-.-.-
TIGR03565	518.2	368.4	equivalog	1.14.14.5
TIGR03566	212.5	119.5	equivalog	1.5.1.-
TIGR03567	164.05	112.25	equivalog	1.5.1.38
TIGR03568	235.9	152.75	equivalog	5.1.3.- 3.1.4.-
TIGR03569	399.65	394.85	equivalog	2.5.1.56
TIGR03570	160.8	124.65	subfamily	
TIGR03571	303.9	135.6	subfamily	1.-.-.-
TIGR03572	299.7	299.35	equivalog	
TIGR03573	203.2	202.85	subfamily	6.3.4.-
TIGR03574	290.5	190.9	equivalog	2.7.1.164
TIGR03575	382.35	100.6	equivalog	2.7.1.164
TIGR03576	304.45	96.1	hypoth_equivalog	
TIGR03577	141.1	74	hypoth_equivalog	
TIGR03578	89.65	38.7	hypoth_equivalog	
TIGR03579	215.45	61.7	hypoth_equivalog	
TIGR03580	301.1	115.55	hypoth_equivalog	
TIGR03581	222.4	69.3	hypoth_equivalog	
TIGR03582	69.35	31.4	hypoth_equivalog	
TIGR03583	432.15	348.5	hypoth_equivalog	
TIGR03584	205.7	199.8	equivalog	2.7.7.81
TIGR03585	93.1	81.6	equivalog	2.3.1.202
TIGR03586	340.25	340.05	equivalog	2.5.1.97
TIGR03587	112.05	111.8	hypoth_equivalog	
TIGR03588	423.5	419.2	equivalog	2.6.1.92
TIGR03589	407.75	407.6	equivalog	4.2.1.115
TIGR03590	153.55	152.9	equivalog	3.6.1.57
TIGR03591	525.05	344.6	equivalog	2.7.7.8
TIGR03592	84.3	72.05	subfamily_domain	
TIGR03593	58.25	34.3	equivalog_domain	
TIGR03594	306.7	230.2	equivalog	
TIGR03595	37.65	32.55	equivalog_domain	
TIGR03596	208.2	207.25	equivalog	
TIGR03597	297.4	262.9	equivalog	
TIGR03598	124.45	102.8	equivalog	
TIGR03599	396.1	286.95	subfamily	
TIGR03600	498.65	498.45	exception	
TIGR03601	35	33	subfamily	
TIGR03602	39.95	17.8	subfamily	
TIGR03603	187.65	55.2	subfamily	6.3.-.-
TIGR03604	219.25	94.1	subfamily_domain	
TIGR03605	78.4	47.35	domain	
TIGR03606	434.55	198.3	subfamily	
TIGR03607	262.45	154.55	subfamily_domain	
TIGR03608	254.85	225.8	subfamily	
TIGR03609	213.1	145.65	equivalog	2.-.-.-
TIGR03610	169.1	137.35	equivalog	
TIGR03611	238.5	195.25	equivalog	
TIGR03612	498.3	434.65	equivalog	
TIGR03613	368	362	equivalog	
TIGR03614	377.95	255.05	equivalog	
TIGR03615	254.75	248.55	equivalog	1.5.1.42
TIGR03616	758.65	744.65	equivalog	
TIGR03617	278.15	177.1	subfamily	1.-.-.-
TIGR03618	79.05	65.9	subfamily	
TIGR03619	166.9	166.5	subfamily_domain	1.-.-.-
TIGR03620	219.8	113.25	subfamily	
TIGR03621	213.15	163.05	subfamily	
TIGR03622	374.25	292.65	equivalog	
TIGR03623	299.6	299	subfamily	
TIGR03624	136.05	98.55	subfamily	
TIGR03625	142.9	107.4	equivalog	
TIGR03626	308.7	303.95	equivalog	
TIGR03627	162.75	160.5	equivalog	
TIGR03628	182.35	181.95	equivalog	
TIGR03629	175.55	175.2	equivalog	
TIGR03630	105	90	equivalog	
TIGR03631	130.45	88.35	equivalog	
TIGR03632	154.5	117.2	equivalog	
TIGR03633	287.35	276.45	equivalog	3.4.25.1
TIGR03634	224	172	equivalog	3.4.25.1
TIGR03635	88.7	79.4	equivalog	
TIGR03636	94.95	91.6	equivalog	
TIGR03637	150	69.85	exception	
TIGR03638	215.6	128.35	exception	
TIGR03639	120	110	exception	3.1.-.-
TIGR03640	385	365	exception	
TIGR03641	304.1	213.65	exception	
TIGR03642	90.35	52.1	hypoth_equivalog_domain	
TIGR03643	66.55	30.6	hypoth_equivalog	
TIGR03644	514	481.9	hypoth_equivalog	
TIGR03645	262.05	203.15	hypoth_equivalog	
TIGR03646	155.35	59.95	subfamily	
TIGR03647	26.05	19.45	subfamily_domain	
TIGR03648	320.75	255.25	subfamily	
TIGR03649	256.4	247.95	subfamily	
TIGR03650	177.05	173.45	equivalog	
TIGR03651	30.7	24.85	subfamily	
TIGR03652	204.7	99.1	equivalog	
TIGR03653	185.4	183.35	equivalog	
TIGR03654	168.55	167.05	equivalog	
TIGR03655	39.6	37	subfamily	
TIGR03656	155.85	153.85	equivalog	
TIGR03657	1231.5	766.85	equivalog	
TIGR03658	1400.25	1044	equivalog	
TIGR03659	298.65	249.7	equivalog	
TIGR03660	66.05	52.75	domain	
TIGR03661	17.6	7.9	domain	
TIGR03662	300.25	232.6	subfamily_domain	
TIGR03663	126.25	84.25	subfamily	
TIGR03664	124.7	102.55	equivalog	3.2.2.26
TIGR03665	114.2	98.8	equivalog	
TIGR03666	84.9	50.75	subfamily	1.-.-.-
TIGR03667	125.3	64.25	hypoth_equivalog	1.-.-.-
TIGR03668	119.15	77.5	hypoth_equivalog	
TIGR03669	494.8	281.15	equivalog	
TIGR03670	811	790.35	equivalog	2.7.7.6
TIGR03671	281.3	168.25	equivalog	2.7.7.25 2.7.7.21
TIGR03672	269.75	261.85	equivalog	
TIGR03673	191.45	191.2	equivalog	
TIGR03674	351.95	351.8	equivalog	3.1.-.-
TIGR03675	580.2	580	equivalog	
TIGR03676	234.7	146.15	equivalog	
TIGR03677	134.6	134.35	equivalog	
TIGR03678	39.6	28	subfamily_domain	
TIGR03679	197.3	193.45	equivalog	
TIGR03680	514.5	514.25	equivalog	
TIGR03682	202.8	201.65	equivalog	
TIGR03683	744.7	741.7	equivalog	6.1.1.7
TIGR03684	120.6	120.45	equivalog	
TIGR03685	100	99.85	equivalog	
TIGR03686	551.3	429.85	equivalog	6.3.2.-
TIGR03687	41.45	24.8	equivalog_domain	
TIGR03688	492.3	406.65	equivalog	6.3.2.-
TIGR03689	504.75	251.6	equivalog	3.6.4.8
TIGR03690	191.9	118.05	equivalog	3.4.25.1
TIGR03691	139.05	62.65	equivalog	3.4.25.1
TIGR03692	157.75	94.9	equivalog	3.4.25.2
TIGR03693	561.9	142.3	hypoth_equivalog	
TIGR03694	111.95	52.8	subfamily	2.3.1.-
TIGR03695	208.55	127.95	equivalog	4.2.99.20
TIGR03696	32.5	26.5	domain	
TIGR03697	244.95	227.45	equivalog	
TIGR03698	57.35	42.35	subfamily	3.4.23.-
TIGR03699	428.1	397.65	equivalog	
TIGR03700	434.55	422.35	equivalog	
TIGR03701	495.9	490.95	equivalog	
TIGR03702	387.45	197.5	equivalog	2.7.1.-
TIGR03703	618.5	336.7	equivalog	2.3.1.15
TIGR03704	248.8	205.8	equivalog	2.1.1.-
TIGR03705	465.85	241.75	equivalog	2.7.4.1
TIGR03706	307	268	exception	3.6.1.11
TIGR03707	301.8	248.45	equivalog	2.7.4.1
TIGR03708	547.65	459.1	equivalog	2.7.4.-
TIGR03709	247.2	240.85	hypoth_equivalog	2.7.4.-
TIGR03710	482.75	459.15	subfamily	
TIGR03711	67.25	49.2	equivalog	
TIGR03712	210.75	210.45	equivalog	
TIGR03713	136.1	121.7	equivalog	
TIGR03714	930	927	equivalog	
TIGR03715	18	17	domain	
TIGR03716	138.5	123.65	subfamily	
TIGR03717	134.8	108.9	subfamily	
TIGR03718	246.4	149.25	subfamily	
TIGR03719	806.75	591.3	subfamily	
TIGR03720	20.1	20.1	domain	
TIGR03721	93.15	65.75	domain	
TIGR03722	430.9	426.45	equivalog_domain	
TIGR03723	296.1	287.85	equivalog	
TIGR03724	64.4	61.2	equivalog_domain	2.7.-.-
TIGR03725	69.3	67.75	equivalog	
TIGR03726	20.85	17.7	equivalog_domain	
TIGR03727	575.55	421.65	equivalog	
TIGR03728	290.75	133	hypoth_equivalog	
TIGR03729	148.25	103.05	subfamily	
TIGR03730	242.75	94.5	equivalog	
TIGR03731	29.3	28.8	subfamily	
TIGR03732	145.2	98.4	subfamily	
TIGR03733	117.2	79.1	subfamily	
TIGR03734	278.6	176.15	hypoth_equivalog	
TIGR03735	101.8	42	hypoth_equivalog	
TIGR03736	144.75	98.5	hypoth_equivalog	
TIGR03737	131.45	61.1	hypoth_equivalog	
TIGR03738	45.95	22.95	hypoth_equivalog_domain	
TIGR03739	214.8	89.8	hypoth_equivalog	
TIGR03740	309.75	277.9	subfamily	
TIGR03741	37.95	28.7	subfamily_domain	
TIGR03742	58.4	31.4	subfamily	
TIGR03743	366	240.45	subfamily	
TIGR03744	520.6	450.1	equivalog	
TIGR03745	52.5	41.5	hypoth_equivalog	
TIGR03746	137.25	94.15	hypoth_equivalog	
TIGR03747	138.5	75.25	hypoth_equivalog	
TIGR03748	64.15	48.45	hypoth_equivalog_domain	
TIGR03749	138.8	102.25	hypoth_equivalog	
TIGR03750	70.75	33.75	hypoth_equivalog	
TIGR03751	77.7	39.15	hypoth_equivalog	
TIGR03752	241	97.75	hypoth_equivalog	
TIGR03753	95.25	58.05	subfamily	1.14.99.36
TIGR03754	647.55	485.15	equivalog	
TIGR03755	270.45	140.1	equivalog	
TIGR03756	188.35	102.05	hypoth_equivalog	
TIGR03757	73.2	44.15	hypoth_equivalog	
TIGR03758	42.7	30.15	hypoth_equivalog	
TIGR03759	126.4	48.5	hypoth_equivalog	
TIGR03760	161.4	144.1	equivalog_domain	
TIGR03761	110.7	80.75	hypoth_equivalog	
TIGR03762	100	60	equivalog	3.4.22.-
TIGR03763	150	95	equivalog	3.4.22.-
TIGR03764	143.75	99.9	hypoth_equivalog_domain	
TIGR03765	59.75	47.45	subfamily_domain	
TIGR03766	288.45	264.5	hypoth_equivalog	
TIGR03767	330.75	222.55	hypoth_equivalog	
TIGR03768	387.4	341.1	hypoth_equivalog	
TIGR03769	30.9	23.35	domain	
TIGR03770	296.8	296.65	equivalog	
TIGR03771	268.8	237.6	equivalog	
TIGR03772	350.45	238.25	equivalog	
TIGR03773	190.3	176.7	hypoth_equivalog	
TIGR03774	36.15	34.5	domain	
TIGR03775	30.25	23.45	domain	
TIGR03776	29.45	28.3	domain	
TIGR03777	23.95	22.9	domain	
TIGR03778	22	21	subfamily_domain	
TIGR03779	172.45	109.1	equivalog	
TIGR03780	164.1	126.45	equivalog	
TIGR03781	152.45	103.85	equivalog	
TIGR03782	289.95	136.05	equivalog	
TIGR03783	261.55	254.35	subfamily	
TIGR03784	158.25	136.95	equivalog	
TIGR03785	612.2	437.9	equivalog	
TIGR03786	31.85	29.45	domain	
TIGR03787	335.7	310.6	equivalog	
TIGR03788	551.65	550.25	equivalog	
TIGR03789	152.2	146.35	hypoth_equivalog	
TIGR03790	67	41.9	subfamily	
TIGR03791	443.85	394.5	equivalog	
TIGR03792	45.75	45.7	hypoth_equivalog	
TIGR03793	50.9	43.4	domain	
TIGR03794	156.2	135.65	equivalog	
TIGR03795	41	34.55	subfamily	
TIGR03796	853.3	691.9	equivalog	
TIGR03797	709.4	613.4	equivalog	
TIGR03798	32.3	29.7	subfamily	
TIGR03799	606.1	375.4	equivalog	4.1.1.-
TIGR03800	105.55	83.65	equivalog	2.6.-.-
TIGR03801	435.1	213	equivalog	4.1.1.12
TIGR03802	546.95	418.9	equivalog	
TIGR03803	35.65	20.6	repeat	
TIGR03804	19.45	15.6	repeat	
TIGR03805	141.5	107.3	hypoth_equivalog	
TIGR03806	313.3	200.05	hypoth_equivalog_domain	
TIGR03807	15.75	14.8	repeat	
TIGR03808	120	90	equivalog	
TIGR03809	50.15	49.2	hypoth_equivalog	
TIGR03810	591	588.75	equivalog	
TIGR03811	905.3	599	equivalog	4.1.1.25
TIGR03812	299.4	274.8	equivalog	4.1.1.25
TIGR03813	546.85	404.65	hypoth_equivalog	
TIGR03814	255.4	246	equivalog	3.5.1.2
TIGR03815	154.45	135.1	hypoth_equivalog	
TIGR03816	50.95	48.7	hypoth_equivalog	
TIGR03817	874.1	871.2	hypoth_equivalog	
TIGR03818	303.8	277.1	equivalog	
TIGR03819	373.15	362.35	hypoth_equivalog	
TIGR03820	525.4	525.15	equivalog	5.4.3.2
TIGR03821	369.3	277.9	equivalog	5.4.3.-
TIGR03822	396.25	359.75	hypoth_equivalog	5.4.3.-
TIGR03823	159.3	86.95	equivalog	
TIGR03824	40.75	37.45	equivalog	
TIGR03825	148.9	129.35	equivalog	
TIGR03826	124.15	105.8	hypoth_equivalog	
TIGR03827	205.1	107	equivalog	2.3.1.-
TIGR03828	292	288	equivalog	2.7.1.56
TIGR03829	90.85	49.75	hypoth_equivalog	
TIGR03830	61.8	58.85	subfamily	
TIGR03831	20.2	19.8	domain	
TIGR03832	501	492.7	equivalog	5.4.3.6
TIGR03833	63.4	32.1	hypoth_equivalog	
TIGR03834	34.1	26.1	domain	
TIGR03835	512.25	333	equivalog	
TIGR03836	85.2	85.2	equivalog_domain	
TIGR03837	347.05	108.15	equivalog	
TIGR03838	276.7	264.1	equivalog	6.1.1.-
TIGR03839	625.6	604.15	equivalog	
TIGR03840	223.2	189.85	equivalog	2.1.1.67
TIGR03841	213.65	179.95	subfamily	1.-.-.-
TIGR03842	295.45	295.1	hypoth_equivalog	
TIGR03843	172.4	90.6	hypoth_equivalog	
TIGR03844	324.9	215.8	equivalog	2.5.1.76
TIGR03845	147.95	100.3	equivalog_domain	4.1.1.79
TIGR03846	221.5	186.4	equivalog	4.1.1.79
TIGR03847	117.25	51.5	subfamily	
TIGR03848	203.85	173.95	subfamily	5.4.2.-
TIGR03849	331.9	331.7	equivalog	4.4.1.19
TIGR03850	299	298.8	hypoth_equivalog	
TIGR03851	399.65	312.05	equivalog	
TIGR03852	334.4	240.75	equivalog	2.4.1.7
TIGR03853	65.7	31.2	hypoth_equivalog	
TIGR03854	295.6	156.6	hypoth_equivalog	
TIGR03855	206.55	190.7	equivalog	1.4.1.21
TIGR03856	243.7	241.15	subfamily	
TIGR03857	218.4	216.85	hypoth_equivalog	
TIGR03858	462.25	383.95	hypoth_equivalog	1.-.-.-
TIGR03859	46	45	equivalog	
TIGR03860	279.7	262.35	subfamily	1.-.-.-
TIGR03861	241.35	183.55	subfamily	
TIGR03862	242.65	226.65	subfamily	
TIGR03863	413.6	76.1	subfamily	
TIGR03864	302.25	266.5	hypoth_equivalog	
TIGR03865	128.05	66.65	subfamily	
TIGR03866	287.3	248.45	subfamily	
TIGR03867	19.7	18.35	equivalog_domain	3.4.21.-
TIGR03868	392.4	392.2	hypoth_equivalog	
TIGR03869	437.35	437.05	hypoth_equivalog	
TIGR03870	258.1	164.6	equivalog	
TIGR03871	212.15	194.6	subfamily	
TIGR03872	147.8	61.05	equivalog	
TIGR03873	372.4	372.2	hypoth_equivalog	
TIGR03874	161.75	136.55	equivalog	
TIGR03875	95.3	90.65	hypoth_equivalog	
TIGR03876	222.5	222.1	hypoth_equivalog	
TIGR03877	307.25	303.45	hypoth_equivalog	
TIGR03878	232.2	228.95	hypoth_equivalog	
TIGR03879	65.1	48.05	domain	
TIGR03880	249.45	205.15	hypoth_equivalog	
TIGR03881	247.8	231	hypoth_equivalog	
TIGR03882	36.9	31.9	equivalog_domain	6.3.-.-
TIGR03883	171.35	161.1	subfamily	
TIGR03884	44.65	44.45	equivalog	
TIGR03885	398.7	369.35	hypoth_equivalog	1.-.-.-
TIGR03886	437.55	437.3	hypoth_equivalog	
TIGR03887	291.45	291.05	equivalog	3.5.5.8
TIGR03888	152.2	136.35	equivalog	4.2.1.84
TIGR03889	46	44	equivalog	
TIGR03890	159.45	120.65	hypoth_equivalog	
TIGR03891	48.45	38	subfamily_domain	
TIGR03892	25	21.35	subfamily	
TIGR03893	32.95	32.65	subfamily	
TIGR03894	67.75	67.3	hypoth_equivalog	
TIGR03895	421.05	202.8	subfamily_domain	3.4.21.-
TIGR03896	161.05	160.85	subfamily	
TIGR03897	304	287.6	subfamily	
TIGR03898	23.5	22.05	subfamily	
TIGR03899	155.65	106.05	hypoth_equivalog	
TIGR03900	660.95	660.65	hypoth_equivalog	3.4.21.-
TIGR03901	25.5	15	domain	
TIGR03902	84	78	equivalog	3.4.21.-
TIGR03903	705.75	668.05	hypoth_equivalog	
TIGR03904	462.35	177.6	hypoth_equivalog	
TIGR03905	67.7	47.3	hypoth_equivalog	
TIGR03906	453	451.95	equivalog	
TIGR03907	223.2	222.95	equivalog	1.-.-.-
TIGR03908	274.35	273.4	equivalog	1.4.-.-
TIGR03909	248.3	247.05	equivalog	
TIGR03910	348.2	347.9	equivalog	
TIGR03911	150.05	148.85	equivalog	
TIGR03912	51.15	50.4	equivalog_domain	6.1.1.26
TIGR03913	591.75	591.45	hypoth_equivalog	
TIGR03914	189.95	170.2	hypoth_equivalog_domain	3.2.2.-
TIGR03915	112.25	55.8	equivalog_domain	
TIGR03916	343.5	327.85	hypoth_equivalog_domain	
TIGR03917	40	23	paralog_domain	
TIGR03918	325.55	225	equivalog	
TIGR03919	154	142	equivalog	
TIGR03920	94.95	75.75	equivalog	
TIGR03921	278.75	242	equivalog	3.4.21.-
TIGR03922	466.65	266.65	equivalog	
TIGR03923	108	42.15	equivalog_domain	
TIGR03924	509.15	442.15	equivalog_domain	
TIGR03925	346.55	251.05	equivalog_domain	
TIGR03926	229.75	140.1	equivalog	
TIGR03927	32.45	30	equivalog	
TIGR03928	778.4	653.55	equivalog	
TIGR03929	122	121.2	equivalog_domain	
TIGR03930	44.85	34.45	subfamily	
TIGR03931	47.6	46.75	hypoth_equivalog_domain	
TIGR03932	69.05	44.3	equivalog	
TIGR03933	248.35	200.1	equivalog	3.5.1.-
TIGR03934	30.4	22	domain	
TIGR03935	190.7	190.6	equivalog	3.4.24.74
TIGR03936	71.9	65.2	hypoth_equivalog_domain	
TIGR03937	422.3	206.8	equivalog	2.4.1.-
TIGR03938	321.9	168.65	equivalog	3.5.1.-
TIGR03939	366.65	288	equivalog	
TIGR03940	31.45	24.2	equivalog	
TIGR03941	53.6	42.2	hypoth_equivalog	
TIGR03942	349.45	228.7	equivalog	1.1.99.-
TIGR03943	88.8	69.9	hypoth_equivalog	
TIGR03944	326.9	254.65	equivalog	
TIGR03945	349.95	294.65	equivalog	
TIGR03946	418.6	216.15	equivalog	1.14.-.-
TIGR03947	390.9	390.75	equivalog	
TIGR03948	674.8	514.65	equivalog	2.8.3.-
TIGR03949	21.5	21	subfamily	
TIGR03950	137.9	70.35	hypoth_equivalog	1.-.-.-
TIGR03951	63.85	59.15	equivalog	1.-.-.-
TIGR03952	208.1	76.65	equivalog	3.4.24.-
TIGR03953	130.1	98.5	equivalog	
TIGR03954	33.25	32.85	domain	
TIGR03955	312.15	311.8	equivalog	
TIGR03956	254.6	250	equivalog	
TIGR03957	320.9	132.7	equivalog	
TIGR03958	407	406.85	equivalog	
TIGR03959	60.8	50.45	hypoth_equivalog	
TIGR03960	462.3	453.8	hypoth_equivalog_domain	
TIGR03961	306.05	305.75	hypoth_equivalog	
TIGR03962	265	225	equivalog	
TIGR03963	260.1	196.65	equivalog	
TIGR03964	172	168	hypoth_equivalog	
TIGR03965	280	220	hypoth_equivalog	
TIGR03966	470.85	470.65	hypoth_equivalog	1.-.-.-
TIGR03967	38	30	hypoth_equivalog	
TIGR03968	224.9	176.4	hypoth_equivalog	
TIGR03969	25	19	equivalog	
TIGR03970	387.45	387.15	hypoth_equivalog	1.-.-.-
TIGR03971	300	295	subfamily	1.1.99.-
TIGR03972	317.95	315.95	equivalog	
TIGR03973	50	35	hypoth_equivalog	
TIGR03974	425	380	hypoth_equivalog	
TIGR03975	281.85	255.45	subfamily	
TIGR03976	50	30	hypoth_equivalog	
TIGR03977	267.9	181.65	hypoth_equivalog	
TIGR03978	370	325	hypoth_equivalog	
TIGR03979	121.65	63.8	hypoth_equivalog	
TIGR03980	44.95	44.15	subfamily_domain	
TIGR03981	514.65	234.35	hypoth_equivalog	
TIGR03982	90	89.6	hypoth_equivalog	
TIGR03983	358.05	255.95	equivalog_domain	
TIGR03984	81.25	37.3	hypoth_equivalog	
TIGR03985	60	30	hypoth_equivalog	
TIGR03986	161.35	115.15	hypoth_equivalog	
TIGR03987	78.2	53.5	hypoth_equivalog	
TIGR03988	62.5	46.3	equivalog	
TIGR03989	440	360	subfamily	1.1.99.36
TIGR03990	439	400.3	equivalog	5.4.2.10
TIGR03991	225.3	223.5	hypoth_equivalog	2.7.7.23 2.3.1.157
TIGR03992	292.1	286.15	subfamily	2.7.7.23 2.3.1.157
TIGR03993	78.5	50.4	subfamily_domain	
TIGR03994	321.4	259.85	equivalog	1.3.99.22
TIGR03995	87.6	81.2	hypoth_equivalog	
TIGR03996	627.9	600.2	hypoth_equivalog	1.-.-.-
TIGR03997	793.15	636.6	hypoth_equivalog	1.-.-.-
TIGR03998	265.8	218.6	equivalog	
TIGR03999	273.7	173.85	equivalog	2.4.1.-
TIGR04000	195.25	137.85	equivalog	3.-.-.-
TIGR04001	182.5	151.25	equivalog	3.-.-.-
TIGR04002	120	100	hypoth_equivalog	
TIGR04003	496.45	496.25	equivalog	1.97.-.-
TIGR04004	794.6	794.4	equivalog	
TIGR04005	537.6	537.4	equivalog	2.4.-.-
TIGR04006	727.1	726.9	equivalog	2.-.-.-
TIGR04007	800.45	722.05	equivalog	2.4.-.-
TIGR04008	326.3	326.05	equivalog	2.3.1.-
TIGR04009	369.2	305.95	equivalog	2.4.-.-
TIGR04010	589.65	485.65	equivalog	
TIGR04011	96.45	66.3	equivalog	6.3.2.-
TIGR04012	222.7	116.35	equivalog	6.3.2.-
TIGR04013	251	250.7	hypoth_equivalog	
TIGR04014	360	358.85	hypoth_equivalog	
TIGR04015	784.85	688.05	equivalog	2.4.-.-
TIGR04016	194.65	116.75	equivalog	2.3.1.-
TIGR04017	495.75	495.55	equivalog	2.4.-.-
TIGR04018	339.9	165.7	hypoth_equivalog	1.8.-.-
TIGR04019	77.25	29.15	hypoth_equivalog	
TIGR04020	244.45	158.6	subfamily_domain	1.-.-.-
TIGR04021	382.95	333.45	equivalog	1.14.-.-
TIGR04022	430.9	399.35	equivalog	1.-.-.-
TIGR04023	85.6	61.5	subfamily	1.-.-.-
TIGR04024	345.4	293.45	hypoth_equivalog	1.14.-.-
TIGR04025	170	154.4	subfamily	1.-.-.-
TIGR04026	140.55	121.4	subfamily	1.-.-.-
TIGR04027	412.9	316.75	hypoth_equivalog	1.-.-.-
TIGR04028	468.5	468.2	hypoth_equivalog	
TIGR04029	100.75	98.25	hypoth_equivalog_domain	
TIGR04030	233.15	187.85	hypoth_equivalog_domain	
TIGR04031	57.2	56.65	subfamily	
TIGR04032	99.2	37.15	subfamily	
TIGR04033	178.4	77.6	subfamily	
TIGR04034	53.1	52.6	subfamily	
TIGR04035	147.7	44.1	repeat	
TIGR04036	479.1	369.25	subfamily	1.-.-.-
TIGR04037	175.9	169.95	subfamily	1.-.-.-
TIGR04038	129.7	73.15	subfamily_domain	
TIGR04039	362.85	361.95	hypoth_equivalog	
TIGR04040	498.3	210.55	hypoth_equivalog	
TIGR04041	250.2	205	hypoth_equivalog	1.97.1.-
TIGR04042	79.85	39.95	hypoth_equivalog	
TIGR04043	303.7	170.55	hypoth_equivalog	
TIGR04044	109.85	108.9	hypoth_equivalog	
TIGR04045	68.45	67.95	hypoth_equivalog	
TIGR04046	498.35	498.15	hypoth_equivalog	
TIGR04047	259.85	257.25	hypoth_equivalog	
TIGR04048	502.6	371.2	equivalog_domain	3.5.5.-
TIGR04049	321.3	321.1	hypoth_equivalog	
TIGR04050	312.2	311.6	hypoth_equivalog_domain	
TIGR04051	515.45	447.15	equivalog	
TIGR04052	95.05	90.75	hypoth_equivalog	
TIGR04053	381.15	375.9	subfamily	
TIGR04054	650	600	equivalog	
TIGR04055	500	425	equivalog	1.3.99.-
TIGR04056	368.25	338.25	subfamily	
TIGR04057	46.2	33.6	signature	
TIGR04058	449.7	449.55	equivalog	1.1.1.-
TIGR04059	222.65	144.45	equivalog	4.1.99.5
TIGR04060	290.1	289.9	equivalog	
TIGR04061	124.15	123.9	subfamily	
TIGR04062	74.25	40.95	hypoth_equivalog	
TIGR04063	442.05	330.75	hypoth_equivalog	2.4.-.-
TIGR04064	518.7	313.3	equivalog	
TIGR04065	26	20	hypoth_equivalog	
